rating,problem_rating,submissions,volatility,success_rate,new_rating
2554,3731,10,186,0.05,2079
3709,3797,4,167,0.67,3706
2382,1754,3,68,0.91,2435
2892,3647,4,197,0.65,2825
2945,3401,6,133,0.07,2675
1723,1476,7,146,0.86,1792
3879,3112,6,168,0.67,3946
797,868,5,56,0.32,649
2107,3340,5,121,0.82,2062
786,1043,10,136,0.74,681
3893,649,10,122,0.37,3700
636,3567,2,122,0.18,554
2715,1661,10,153,0.99,2863
1810,2082,6,54,0.31,1612
3780,1160,2,184,0.1,3874
1796,3059,2,188,0.8,1776
1822,2728,8,188,0.22,1511
3799,2921,2,56,0.08,3763
1901,534,4,120,0.8,1981
1329,3566,9,123,0.01,884
1185,2463,1,148,0.96,1183
1900,1339,7,119,0.39,1801
1774,778,8,186,0.72,1847
3623,1446,5,180,0.21,3605
3662,1164,2,108,0.85,3755
3237,2000,4,58,0.78,3251
3911,2029,10,68,0.34,3649
3418,2782,8,67,0.61,3327
3401,3555,6,117,0.25,3210
1565,2660,8,131,0.86,1509
3253,3377,3,56,0.34,3172
3349,1211,2,64,0.4,3353
1706,3357,1,130,0.37,1675
3724,3137,5,142,0.82,3816
1280,2773,5,59,0.41,1133
3426,537,8,104,0.95,3510
1700,3650,1,153,0.52,1676
2089,3568,6,132,0.98,2083
3701,3395,10,150,0.49,3574
2852,3399,1,59,0.74,2841
3389,3065,3,89,0.72,3424
2675,3612,4,134,0.11,2498
3375,2545,3,59,0.97,3429
2770,3211,1,174,0.41,2753
756,2759,6,128,0.72,672
1239,2725,10,167,0.09,784
2469,3186,5,109,0.7,2396
3978,3431,8,175,0.34,3882
3188,729,3,163,0.08,3213
2970,2190,2,136,0.47,3051
3163,2107,6,162,0.79,3262
2458,582,8,88,0.74,2442
3226,3395,9,73,0.18,2877
1653,3943,8,171,0.42,1421
919,1783,6,162,0.25,695
1115,1272,10,130,0.12,712
3552,2053,10,108,0.45,3385
2426,915,9,72,0.18,2129
600,1621,6,164,0.31,393
3138,1825,10,120,0.03,2773
1342,725,1,86,0.24,1388
3641,2294,3,152,0.51,3719
504,3876,3,180,0.7,459
1126,1049,2,112,0.88,1182
3330,1285,1,67,0.93,3393
1744,935,2,145,0.48,1836
626,1099,3,117,0.88,615
1665,2824,2,81,0.56,1621
2841,1755,10,114,0.33,2620
3228,2214,6,79,0.66,3205
2547,2443,9,100,0.23,2265
2902,2757,6,162,0.6,2895
3990,685,1,120,0.32,4076
661,2816,4,179,0.98,657
814,2827,4,127,0.26,666
3988,2479,1,132,0.48,4094
1417,1073,5,151,0.33,1382
1832,2723,2,192,0.69,1802
2278,2243,10,70,0.33,1982
1768,1378,6,78,0.8,1779
3578,771,5,84,0.17,3454
1497,2083,1,193,0.62,1484
2425,2385,7,108,0.15,2188
1973,3385,3,120,0.54,1904
741,513,7,106,0.39,611
2820,2192,1,128,0.88,2939
1801,2152,7,164,0.03,1481
732,2419,1,61,0.66,715
758,2389,6,61,0.48,602
1312,3465,4,53,0.87,1286
3537,3882,6,140,0.98,3548
1338,2630,7,153,0.28,1086
3495,2897,1,155,0.73,3632
1654,1218,6,124,0.43,1598
3410,3750,8,190,0.05,3054
3598,3545,10,114,0.99,3659
2388,2753,1,114,0.32,2366
3332,3797,4,168,0.46,3235
2468,608,8,170,0.34,2374
3824,3427,5,157,0.46,3832
3324,1822,2,114,0.66,3404
1036,1752,1,118,0.78,1027
3315,1939,7,131,0.54,3285
1765,3511,10,54,0.63,1580
2698,3863,1,126,0.63,2680
3786,3380,7,97,0.83,3815
2845,2635,10,61,0.26,2522
2815,1402,4,79,1.0,2894
2091,2809,7,141,0.95,2076
1385,3403,7,121,0.01,1039
3975,2007,3,82,0.43,3971
2313,3336,3,158,0.36,2217
2086,2145,7,196,0.53,2003
3634,2126,10,152,0.79,3681
3099,2865,7,68,0.77,3072
3651,725,5,96,0.02,3502
1229,2929,8,84,0.44,1005
1286,3505,3,89,0.57,1222
2739,3744,7,119,0.68,2627
2983,1380,3,66,0.89,3032
2333,623,2,179,0.91,2503
1133,558,10,81,0.91,1166
2257,1481,8,58,0.16,1978
735,1824,10,94,0.73,600
2142,857,6,155,0.14,2039
1157,3881,1,149,0.69,1142
503,954,2,88,0.38,447
3953,2415,7,111,0.01,3717
2384,776,10,81,0.95,2440
2982,1081,8,88,0.27,2778
3811,803,5,65,0.61,3778
2764,2440,7,61,0.69,2708
1272,2818,7,142,0.27,1017
2106,1908,6,150,0.54,2082
1706,3139,7,162,0.01,1360
2948,2030,1,182,0.51,3105
3893,3255,10,120,0.3,3660
3654,1996,1,50,0.77,3692
2835,2418,6,128,0.25,2727
665,1058,3,99,0.79,643
3622,2100,3,129,0.56,3685
839,674,3,199,0.14,853
1759,1457,10,152,0.63,1703
3072,1218,9,153,0.48,2991
2222,3618,2,126,0.36,2158
2057,3424,5,59,0.83,2015
3836,3699,1,92,0.6,3879
2782,2093,6,63,0.08,2568
1415,3511,10,86,0.22,1025
2178,2833,6,77,0.2,1940
3451,1253,1,131,0.77,3570
2194,953,6,130,0.73,2243
3691,3106,7,161,0.53,3682
2542,603,7,149,0.49,2512
1415,3885,3,161,0.27,1306
2187,1634,7,197,0.39,2163
679,3338,9,138,0.39,405
2080,1205,2,143,0.51,2173
3523,608,4,115,0.37,3512
1763,3343,6,188,0.52,1619
2520,2847,5,158,0.29,2363
2190,2496,10,114,0.23,1822
3899,3988,5,61,0.66,3837
3896,866,4,52,0.81,3910
668,3677,10,83,0.78,558
2841,1110,2,164,0.82,2987
1925,2708,9,161,0.18,1558
3911,3138,1,115,0.46,3998
1980,997,10,148,0.08,1667
1736,3355,1,183,0.62,1717
1189,2405,10,164,0.88,1129
1737,2740,7,192,0.57,1587
2541,2853,4,118,0.55,2468
544,3570,2,188,0.95,539
3915,3430,10,124,0.05,3557
3143,1333,10,182,0.26,2955
1939,3070,2,88,0.29,1868
2006,512,2,163,0.8,2149
636,1851,10,112,0.31,291
1999,1804,3,101,0.28,1967
1861,1962,5,115,0.34,1737
1461,2113,4,63,0.5,1362
2194,3794,5,65,0.88,2164
3249,2661,7,156,0.65,3277
1793,2751,4,185,0.94,1782
1130,3914,7,191,0.44,934
703,1811,7,60,0.85,651
2246,2815,5,136,0.64,2161
1158,3476,5,143,0.25,971
1134,3216,7,54,0.35,907
2436,2418,8,99,0.92,2456
3804,2024,3,169,0.22,3856
1123,2939,10,113,0.81,1028
2456,2748,6,113,0.1,2204
2314,2730,2,159,0.7,2297
567,3774,4,198,0.19,405
1323,1079,4,189,0.45,1365
847,2383,9,181,0.41,582
708,795,3,85,0.08,602
3876,932,5,196,0.47,3939
1181,3102,7,166,0.42,978
2177,3085,4,67,0.57,2091
528,1417,8,72,0.06,152
630,898,5,179,0.11,439
3262,2726,6,136,0.35,3197
3896,1247,7,183,0.75,3991
2620,533,5,120,0.05,2502
2191,2868,2,114,0.78,2171
928,3160,3,190,0.52,856
2052,3849,10,68,0.9,2002
591,1513,10,128,0.93,557
3251,1749,4,67,0.99,3316
1626,1740,2,142,0.15,1590
1849,2539,9,60,0.21,1495
934,2939,8,98,0.55,754
2707,2958,2,51,0.07,2624
1884,506,6,60,0.39,1761
3982,994,10,165,0.27,3782
3624,3881,2,71,0.68,3605
1850,3007,2,104,0.41,1791
1157,681,7,114,0.38,1047
1389,2134,5,168,0.22,1196
1236,2366,6,182,0.39,1053
737,2178,10,96,0.35,412
3744,2692,4,105,0.55,3759
2620,2704,10,120,0.46,2396
1917,2105,6,149,0.56,1823
1663,1252,1,112,0.2,1725
3142,2836,9,151,0.95,3248
640,1893,9,102,0.21,285
2525,3788,7,134,0.86,2476
658,2130,6,192,0.48,502
2152,3428,2,181,0.68,2120
655,1137,4,161,0.93,650
1197,3647,7,172,0.31,956
1006,1984,2,112,0.62,968
1727,1616,1,151,0.51,1801
2537,3501,10,91,0.84,2457
2603,3727,10,57,0.14,2173
956,3255,3,194,0.56,890
1936,1813,8,78,0.88,1940
3006,3785,3,100,0.89,2991
2088,1759,1,89,0.1,2120
1091,762,7,143,0.38,998
2611,592,2,161,0.29,2701
2232,2744,8,195,0.13,1894
2509,1802,8,97,0.58,2436
828,3729,1,146,0.89,823
2897,576,6,55,0.25,2727
2739,3602,8,141,0.59,2576
2740,987,5,102,0.85,2804
834,2985,5,53,0.44,694
2258,722,1,65,0.49,2297
2364,2218,3,98,0.62,2375
1668,2945,2,200,0.92,1660
797,2107,6,88,0.32,593
3731,2220,6,165,0.86,3854
2016,2219,3,84,0.13,1905
2338,1025,3,78,0.45,2333
985,1800,1,79,0.68,970
2679,2244,5,96,0.79,2715
2365,1200,7,65,0.34,2199
2079,1404,8,131,0.0,1807
968,3621,5,102,0.67,886
2945,3904,9,59,0.87,2887
1055,825,9,111,0.9,1098
2951,666,7,54,0.46,2816
3850,800,6,92,0.14,3684
2118,1412,8,83,0.41,1964
1741,648,9,128,0.59,1684
3180,1690,8,81,0.43,3033
3977,3785,4,56,0.31,3881
711,736,2,140,0.16,692
2136,3338,7,60,0.68,2024
1584,1701,6,127,0.33,1426
3670,899,6,50,0.86,3678
3940,3510,4,82,0.31,3878
2134,2807,7,137,0.67,2021
805,3386,7,168,0.85,753
2685,1988,9,152,0.13,2443
2757,3364,7,125,0.78,2684
3822,897,7,107,0.73,3834
3333,1850,8,65,0.6,3238
1891,3473,5,107,0.86,1856
761,1515,7,63,0.58,615
1335,1444,9,99,0.41,1104
3002,2671,8,71,0.16,2728
3221,2526,8,75,0.62,3143
1577,2867,3,72,0.5,1502
1634,2048,8,120,0.77,1552
1275,1663,4,133,0.21,1130
3972,3865,9,182,0.47,3852
3744,3695,7,168,0.43,3640
3690,2814,1,199,0.97,3886
561,2810,3,88,0.47,482
3683,1401,2,54,0.32,3669
3232,2665,6,58,0.82,3234
1159,2926,8,155,0.69,1035
1735,2729,9,79,0.6,1555
1901,2612,9,143,0.41,1638
703,3852,2,123,0.63,666
2300,1290,7,123,0.82,2360
3876,2340,2,90,0.22,3888
2583,2064,2,58,0.48,2586
1697,1379,7,164,0.61,1702
1894,3071,3,113,0.86,1873
1261,1866,7,112,0.89,1226
959,1949,5,156,0.0,710
3785,3186,3,56,0.78,3806
575,2240,6,123,0.55,440
803,2656,7,69,0.9,768
879,3368,6,60,0.16,627
3331,902,9,116,0.92,3411
1774,1366,10,124,0.13,1452
1631,2453,1,88,0.2,1592
2252,2939,2,152,0.24,2179
1562,803,8,61,0.79,1538
2965,2320,10,60,0.91,2979
2543,710,10,111,0.7,2504
1974,1636,2,79,0.11,1954
3259,2701,7,129,0.6,3243
1828,1698,2,158,0.36,1871
2077,2249,4,183,0.22,1971
3398,839,10,110,0.2,3108
2032,2008,3,67,0.92,2056
2059,2161,2,76,0.69,2055
963,745,4,177,0.49,999
770,3721,8,174,0.33,502
870,705,4,132,0.46,857
2564,2936,9,81,0.26,2240
3174,1795,1,75,0.14,3206
3575,2002,2,75,0.74,3624
3769,2369,9,78,0.66,3694
934,3508,5,198,0.47,802
3005,1319,7,134,0.01,2792
2494,3620,10,112,0.4,2194
2246,2017,10,118,0.09,1884
762,3112,6,76,0.87,723
2876,710,8,111,0.91,2951
1896,640,3,110,0.47,1926
3078,1810,7,134,0.45,3019
3730,1277,1,180,0.16,3868
3243,3768,10,145,0.83,3165
1323,772,4,117,0.61,1357
3748,1998,3,155,0.05,3760
3654,1003,7,163,0.18,3530
2993,1609,10,126,0.34,2789
1932,2875,7,120,0.85,1880
3761,3723,1,188,0.07,3819
3994,2352,8,145,0.78,4051
3028,2997,4,139,0.13,2930
740,3739,5,77,0.08,510
2303,2046,7,63,0.35,2127
699,3782,6,183,0.77,630
981,2183,5,103,0.71,909
2670,3306,4,152,0.05,2484
2922,971,5,125,0.25,2859
1773,2447,4,123,0.85,1745
1356,846,2,171,0.79,1497
3933,612,8,173,0.26,3810
1092,538,6,66,0.88,1119
3844,3973,7,172,0.87,3854
803,1940,4,121,0.35,673
2814,3215,1,128,0.55,2803
1645,1796,10,192,0.14,1272
3509,1831,10,177,0.94,3656
1237,1468,2,50,0.11,1158
2651,3121,1,184,0.01,2613
2133,1048,9,85,0.9,2173
1468,1828,9,85,0.02,1037
613,2708,4,166,0.53,519
1919,1072,3,181,0.91,2085
2380,1536,4,172,0.94,2539
1471,1129,4,85,0.78,1502
3378,2021,10,160,0.71,3393
3050,3083,4,180,0.94,3119
1889,3410,7,106,0.32,1651
1231,3403,2,178,0.95,1226
1577,2294,10,155,0.07,1114
3235,619,6,119,0.72,3270
2636,2945,5,152,0.64,2568
2339,1229,5,196,0.61,2437
1444,1018,6,183,0.12,1348
3326,975,7,103,0.47,3243
2105,2862,6,172,0.66,2005
2916,2546,5,149,0.37,2892
1070,2644,7,109,0.63,941
2989,2366,5,112,0.23,2905
1357,3825,7,123,0.36,1133
1354,1674,3,166,0.46,1296
1931,2352,6,189,0.97,1937
3454,1234,6,99,0.69,3460
1665,1907,1,113,0.93,1684
1942,1324,1,155,0.87,2086
1580,3647,1,120,0.98,1579
1396,3420,9,195,0.39,1122
1574,779,7,149,0.73,1627
1040,1475,7,61,0.04,709
1816,3202,7,148,0.42,1613
2767,2946,1,68,0.84,2777
908,3966,6,162,0.97,899
1761,1119,6,149,0.72,1822
3190,774,5,186,0.86,3341
3210,1998,3,159,0.16,3243
3522,2336,6,139,0.28,3445
549,1268,8,122,0.66,415
2468,1177,8,157,0.35,2365
2468,2934,7,88,0.18,2187
2546,1176,7,57,0.57,2452
2902,3706,6,91,0.98,2897
1550,1855,8,179,0.77,1484
2615,1133,3,176,0.37,2696
1301,1568,6,97,0.34,1120
2543,1469,5,114,0.85,2619
3998,2567,9,122,0.35,3827
1830,520,1,86,0.21,1876
722,519,9,50,0.93,729
798,3866,1,130,0.76,786
3871,1972,8,87,0.22,3646
3849,1414,8,75,0.21,3608
1470,3071,6,103,0.24,1242
3865,2484,10,79,0.27,3579
1620,2079,3,60,0.83,1598
2996,988,5,79,0.39,2922
1368,937,4,90,0.78,1407
3053,657,9,120,0.51,2952
803,901,8,134,0.68,724
3297,3071,2,61,0.87,3332
2974,3564,10,63,0.14,2546
908,1460,5,182,0.2,715
877,2428,8,160,0.3,597
1333,3858,4,174,0.91,1315
2137,3139,10,56,0.95,2112
1452,2433,3,131,0.67,1403
2240,3624,3,78,0.02,2093
3601,771,10,98,0.4,3399
2872,2235,5,193,0.95,3048
3632,2188,10,189,0.12,3381
3912,2856,10,101,0.84,3933
3946,3667,3,149,0.59,4009
1508,3989,9,87,0.14,1121
1623,2951,3,126,0.87,1604
1654,569,2,139,0.48,1741
1914,2217,5,135,0.06,1699
2229,1194,5,165,0.55,2281
2399,2905,7,112,0.91,2373
763,2088,6,192,0.99,760
642,3603,3,96,0.96,636
3602,1137,3,127,0.01,3580
1991,735,4,115,0.83,2072
814,1894,3,150,0.85,792
1218,1043,5,132,0.22,1120
2804,2865,2,58,0.72,2800
2586,992,6,154,0.41,2563
753,3280,1,127,0.46,726
2835,2295,5,117,0.29,2769
3441,1347,8,156,0.22,3285
2654,2348,2,71,0.75,2690
2839,3720,7,193,0.51,2669
1645,1986,8,89,0.19,1332
2315,1763,2,64,0.04,2280
3625,2954,5,140,0.57,3655
1813,1469,2,75,0.86,1865
1022,2614,6,61,0.3,812
3814,2142,4,154,0.62,3892
3219,3312,9,97,0.67,3106
2952,711,6,71,0.47,2864
905,1929,1,120,0.05,858
1332,2022,8,90,0.72,1222
1904,3976,1,195,0.32,1870
2820,3157,1,150,0.22,2800
2149,2280,4,84,0.72,2120
2415,3500,6,90,0.38,2229
3740,879,4,118,0.65,3788
3680,2519,2,147,0.37,3764
2267,3163,7,161,0.09,1949
2894,1026,6,137,0.16,2779
3186,2827,5,67,0.23,3053
1837,2705,9,72,0.76,1729
3620,3693,3,51,0.0,3490
747,3545,8,100,0.42,515
2472,793,6,133,0.3,2395
2706,1406,6,67,0.38,2587
3694,1820,4,152,0.53,3752
3197,1208,2,92,0.03,3192
3147,2715,4,113,0.85,3221
868,3099,3,143,0.69,822
2966,3601,7,136,0.91,2938
2662,1054,8,108,0.24,2466
1457,3392,9,104,0.91,1417
2847,2950,6,87,0.39,2695
3999,2219,4,89,0.76,4040
1783,2439,7,74,0.99,1781
3903,3355,1,139,0.85,4029
3499,2282,9,86,0.69,3445
2052,1960,3,127,0.02,1985
3957,503,3,107,0.13,3933
3135,1945,5,135,0.28,3090
1397,3931,7,59,0.11,1086
3941,936,3,179,0.83,4094
2418,3791,7,54,0.32,2180
1208,2458,10,117,0.18,798
3861,2756,1,50,0.18,3870
2413,1818,4,121,0.15,2360
1258,2852,9,163,0.47,1020
1989,2693,6,67,0.98,1984
2766,962,7,53,0.5,2644
2414,1539,9,64,0.36,2190
2437,3049,1,85,0.06,2392
3490,3509,4,95,0.94,3523
3169,1679,2,151,0.18,3238
3224,3736,1,174,0.41,3203
1345,2877,5,97,0.68,1265
1460,3674,8,81,0.18,1132
2815,2962,2,191,0.34,2806
3354,865,4,95,0.99,3447
3977,2124,2,96,0.92,4065
651,3563,6,186,0.1,381
511,2828,8,197,0.78,423
2920,1789,1,173,0.08,3047
2516,2401,8,116,0.09,2229
3996,1019,5,61,0.33,3889
856,3722,6,189,0.51,709
1364,1788,3,77,0.3,1265
3263,1664,1,96,0.51,3334
2457,826,1,121,0.37,2546
3656,3426,2,165,0.29,3715
500,1425,9,70,0.97,487
2199,3748,1,86,0.05,2152
3563,663,2,157,0.41,3661
572,913,1,177,0.02,545
592,506,7,138,0.47,492
1141,2947,8,185,0.05,761
2534,3149,8,128,0.99,2534
1585,3772,3,71,0.81,1557
1540,3451,2,81,0.53,1493
3247,741,1,178,0.13,3381
3954,2737,7,167,0.63,3991
512,3157,6,50,0.18,266
3253,820,6,153,0.62,3292
1962,2552,9,89,0.93,1933
2596,2040,5,98,0.41,2543
2135,2330,5,140,0.71,2097
3415,1653,4,50,0.5,3365
3892,548,3,88,0.31,3876
2886,2582,9,179,0.09,2629
2925,2657,10,54,0.04,2489
2639,579,6,74,0.08,2437
1977,3277,3,82,0.79,1946
3456,1111,9,134,0.49,3360
2474,3365,2,185,0.69,2444
3610,948,6,87,0.8,3637
3889,2939,3,57,0.17,3821
631,2282,4,142,0.21,473
1846,2130,1,135,0.28,1832
1121,1978,2,106,0.72,1094
881,503,7,138,0.53,840
3952,1244,6,178,0.72,4046
830,2398,4,75,0.56,742
1850,671,10,132,0.15,1557
2415,1262,10,171,0.37,2271
1145,2576,5,154,0.28,965
923,1495,3,89,0.24,812
2627,2422,3,109,0.61,2652
3808,1855,3,114,0.15,3794
609,1371,10,180,0.77,496
1284,2381,5,95,0.5,1159
1952,796,6,182,0.45,1969
2564,1632,7,178,0.36,2517
1979,2265,10,78,0.36,1672
927,3032,10,141,0.14,497
3611,1363,5,117,0.23,3535
1904,2801,1,101,0.14,1862
2058,1232,2,62,0.42,2061
2547,2479,3,96,0.52,2532
3167,3739,9,94,0.06,2747
1731,1722,10,109,0.66,1617
1830,3723,2,176,0.73,1803
1904,529,10,81,0.17,1570
2252,2877,3,163,0.26,2145
1990,3331,5,168,0.15,1778
782,3171,6,130,0.24,554
2118,801,7,107,0.27,1969
3974,1120,4,60,0.79,3992
3170,3170,9,170,0.16,2877
2810,2422,10,117,0.16,2496
843,1606,1,175,0.98,844
766,850,8,74,0.85,734
1720,2938,10,182,0.16,1300
1213,1269,1,184,0.86,1283
1560,2518,7,93,0.09,1242
3889,1808,1,192,0.18,4040
1935,852,10,187,0.12,1682
3612,3878,10,88,0.16,3208
1536,3037,7,111,0.88,1494
1621,2035,4,117,0.05,1441
2557,3175,7,122,0.14,2259
2369,3042,9,83,0.77,2267
1971,1950,3,198,0.85,2053
3489,3604,10,121,0.64,3350
2724,3762,8,180,0.99,2720
3196,817,10,98,0.85,3219
3306,1882,5,98,0.22,3209
675,1041,4,66,0.98,678
3118,617,9,185,1.0,3303
3452,882,7,183,0.1,3320
2225,1169,7,83,0.44,2112
2457,2338,1,149,0.14,2513
1416,1775,4,59,0.78,1379
1238,3929,7,181,0.55,1081
2839,1655,7,113,0.15,2654
2056,3724,5,197,0.49,1929
2106,2131,3,121,0.26,2051
1514,1054,1,59,0.42,1540
2941,1156,2,144,0.62,3047
1655,735,3,79,0.18,1611
1930,3563,6,70,0.89,1897
2897,1447,5,105,0.23,2809
2257,940,7,89,0.47,2160
1616,2511,3,73,0.16,1490
2506,3516,7,52,0.24,2240
3328,700,10,85,0.94,3383
3212,2341,4,158,0.12,3193
1789,2430,1,99,0.99,1791
3232,1784,5,152,0.65,3296
1112,3016,1,91,0.47,1086
3842,2096,2,78,0.24,3844
2007,702,3,91,0.51,2024
3719,3276,7,199,0.29,3655
1157,3610,5,140,0.62,1062
1224,961,6,141,0.44,1172
3170,548,6,75,0.3,3035
959,1521,1,163,0.23,927
2971,2823,5,126,0.71,2987
2532,3218,10,160,0.88,2475
1147,2766,3,101,0.27,1038
3118,1034,4,61,0.08,2995
2599,3664,2,91,0.0,2499
2563,2129,9,73,0.01,2185
3530,643,8,154,0.51,3488
1572,824,2,145,0.02,1617
3020,1646,8,112,0.2,2812
3165,945,9,126,0.03,2854
3912,2700,2,126,0.39,3977
2106,568,2,185,0.45,2236
2096,2142,5,145,0.73,2091
1024,1909,5,115,0.25,837
2704,1939,8,62,0.63,2617
1441,1326,4,145,0.27,1391
3405,1720,6,131,0.42,3362
2971,679,9,167,0.2,2778
1586,2062,7,92,0.23,1322
1350,2480,8,186,0.76,1254
2192,3389,3,159,0.99,2191
3490,1533,4,51,0.89,3519
3487,2999,4,185,0.62,3585
3288,3958,1,124,0.54,3268
522,2924,7,92,0.41,316
2291,795,9,169,0.5,2235
1948,2395,2,76,0.02,1855
2851,2575,2,83,0.36,2856
2954,1204,2,115,0.75,3044
1025,1662,2,137,0.27,955
2538,1720,3,72,0.99,2608
1299,699,8,53,0.36,1094
1787,2640,9,65,0.53,1576
3171,2754,9,80,0.82,3163
3689,1774,9,159,0.23,3501
1773,1111,5,147,0.56,1807
1499,1004,1,190,0.46,1652
2473,2930,1,199,0.63,2468
2162,3132,4,87,0.35,2032
2112,1797,10,191,0.92,2236
552,1313,8,161,0.95,534
2545,1086,7,50,0.97,2584
3815,2433,6,168,0.32,3779
803,2329,5,174,0.91,781
2870,3358,8,117,0.9,2837
2867,3263,7,156,0.62,2748
1325,2059,3,175,0.95,1320
1676,1412,3,120,0.98,1771
3052,1462,10,88,0.26,2770
724,2655,6,95,0.84,676
1365,2673,6,173,0.01,1068
3389,1779,5,168,0.1,3332
3547,2114,5,91,0.37,3480
3589,1192,5,54,0.44,3503
638,3834,3,59,0.74,599
784,3997,6,165,0.35,589
1892,3839,6,84,0.56,1760
1823,2585,1,74,0.07,1777
3199,1324,4,153,0.45,3242
3378,1300,2,131,0.77,3486
3835,1138,9,200,0.79,3940
856,3567,1,71,0.96,854
1658,3685,1,132,0.67,1642
2627,2365,8,131,0.99,2730
3003,3502,2,76,0.77,2984
2859,2485,5,82,0.24,2742
3592,2367,2,84,0.11,3587
1862,1229,8,112,0.73,1863
2005,884,6,185,0.18,1944
647,2554,7,108,0.89,609
752,3014,6,63,0.59,629
2277,3689,10,78,0.44,1997
2124,2487,7,158,0.9,2106
3875,2895,5,64,0.5,3814
999,3514,7,55,0.96,985
2885,1059,9,149,0.51,2813
2662,1868,8,123,0.25,2484
2994,1009,6,154,0.15,2893
970,3111,7,60,0.98,963
1267,2987,10,129,0.88,1207
1933,2131,4,195,0.56,1892
3707,672,9,81,0.52,3572
2308,3608,8,106,0.87,2256
2099,2293,9,113,0.46,1884
3733,1630,2,102,0.43,3778
1810,1891,8,188,0.05,1502
3835,1596,1,186,0.87,4014
2944,1311,1,66,0.56,2988
1288,2381,10,137,0.58,1078
951,1549,1,100,0.73,941
3748,2802,9,78,0.72,3700
1484,923,2,133,0.46,1558
1629,3438,1,169,0.86,1622
2654,3003,3,128,0.57,2605
2699,3720,4,78,0.82,2663
2802,1710,3,54,0.73,2815
3683,538,4,181,0.36,3736
1464,3008,9,60,0.26,1131
2333,3886,2,77,0.13,2246
916,2875,10,141,0.17,501
903,1916,3,109,0.7,858
1169,3885,5,199,0.78,1114
727,889,4,109,0.32,622
2380,1869,8,78,0.22,2142
2244,3165,1,77,0.55,2222
2918,3596,7,135,0.59,2777
3896,3613,5,135,0.86,3974
1199,888,6,176,0.35,1155
1347,3524,4,91,0.74,1295
3843,1494,1,86,0.25,3891
2909,3629,6,172,0.71,2825
1699,1401,8,155,0.84,1766
758,1110,1,150,0.33,742
3522,3762,5,100,0.32,3372
2108,2750,1,182,0.93,2109
961,982,8,142,0.79,944
2339,3674,5,97,0.78,2284
2396,1923,4,108,0.05,2307
876,2604,6,193,0.73,795
3285,1376,10,141,0.61,3231
3997,2238,4,79,0.27,3930
3416,2672,10,182,0.6,3396
2495,3366,4,153,0.55,2406
2508,1480,1,122,0.05,2582
3651,1891,7,198,0.59,3705
3443,3984,10,181,0.03,2966
1028,536,9,88,0.1,706
3058,1661,1,194,0.53,3228
562,3720,2,193,0.45,507
1008,1099,7,112,0.62,917
3346,554,10,75,0.94,3391
3424,687,9,163,0.07,3168
1072,830,7,117,0.23,896
1123,3600,8,112,0.18,795
2154,1126,7,183,0.28,2085
2030,1741,3,179,0.53,2110
3810,1467,9,163,0.93,3941
1950,1174,2,59,0.13,1921
543,2430,3,170,0.47,464
1644,1590,1,165,0.07,1693
1806,660,9,177,0.1,1578
600,1323,10,179,0.94,573
3401,3107,1,123,0.56,3483
2380,3629,8,126,0.58,2212
1096,3931,7,69,0.5,921
1999,1796,1,103,0.28,2042
1450,884,3,112,0.18,1435
3068,1331,6,197,0.65,3160
1778,3568,7,102,0.24,1512
3686,2783,6,183,0.83,3817
745,2442,2,96,0.24,669
3962,1967,9,188,0.65,3992
2345,3005,10,157,0.73,2213
903,1333,3,150,0.1,780
2078,924,2,55,0.88,2121
1535,1821,6,160,0.11,1294
2164,1653,8,107,0.86,2210
2760,1471,2,155,0.24,2839
518,800,10,77,0.22,141
3904,1911,2,147,0.34,3985
1460,2832,2,156,0.61,1421
3314,2668,2,179,0.71,3460
3706,1908,5,144,0.19,3647
731,3802,1,113,0.22,692
1334,2338,2,56,0.81,1315
581,3340,10,69,0.35,256
2004,3517,6,113,0.72,1920
1759,2933,1,120,0.79,1749
2786,2065,3,104,0.72,2846
1001,1011,3,122,0.35,963
521,2832,7,65,0.26,262
953,1980,1,134,0.3,918
637,2146,3,69,0.49,561
2077,697,6,112,0.59,2066
1713,2496,1,186,0.23,1677
1531,2293,6,178,0.92,1509
3962,3066,10,180,0.23,3756
1356,3403,6,72,0.85,1311
1168,3821,8,168,0.0,768
762,2158,2,58,0.3,692
876,2347,5,146,0.5,751
1558,3852,8,189,0.64,1414
3980,2927,4,98,0.35,3948
3837,3802,3,96,0.65,3837
3915,2849,10,157,0.53,3837
1369,1845,10,131,1.0,1377
2369,2143,10,59,0.86,2345
1847,1723,6,191,0.05,1690
3554,3142,6,163,0.43,3532
3893,2989,2,133,0.96,4021
1672,648,8,76,0.1,1388
2313,1444,9,53,0.5,2141
2722,1900,2,172,0.91,2883
2049,1846,2,142,0.43,2100
1347,1631,9,179,0.96,1358
3392,2450,5,122,0.81,3466
1650,1415,2,94,0.24,1649
3744,1710,5,57,0.73,3733
559,897,5,198,0.54,469
1521,3745,5,195,0.76,1461
1274,2392,10,83,0.27,909
2650,2361,10,128,0.03,2273
3340,3280,4,144,0.76,3376
883,1106,4,161,0.33,784
3240,2052,6,108,0.69,3255
2341,3751,7,131,0.64,2215
986,2792,5,199,0.35,824
597,2048,4,149,0.68,533
2655,1491,10,108,0.35,2438
1681,963,4,143,0.52,1726
692,2830,1,123,0.31,658
1049,1234,7,133,0.61,947
3420,1567,5,132,0.92,3532
